,year,movie_title,awards_wins,awards_nominations,oscar_best_picture_won,oscar_best_director_won,oscar_best_actor_won,oscar_best_actress_won,oscar_best_supporting_actor_won,oscar_best_supporting_actress_won,oscar_best_adascreen_won,oscar_best_oriscreen_won
403,2005,North Country,1,9,False,False,False,False,False,False,False,False
404,2006,Perfume: The Story of a Murderer,0,1,False,False,False,False,False,False,False,False
405,2005,Wedding Crashers,3,5,False,False,False,False,False,False,False,False
406,2005,House of Wax,0,0,False,False,False,False,False,False,False,False
407,2005,Memoirs of a Geisha,10,22,False,False,False,False,False,False,False,False
408,2008,Bolt,0,6,False,False,False,False,False,False,False,False
409,2005,The Longest Yard,0,3,False,False,False,False,False,False,False,False
410,2010,Tangled,0,8,False,False,False,False,False,False,False,False
411,2007,Bridge to Terabithia,0,2,False,False,False,False,False,False,False,False
412,2005,A History of Violence,8,33,False,False,False,False,False,False,False,False
413,2005,The Island,1,1,False,False,False,False,False,False,False,False
414,2007,The Diving Bell and the Butterfly,10,34,False,False,False,False,False,False,False,False
415,2006,A Good Year,0,1,False,False,False,False,False,False,False,False
416,2012,John Carter,0,0,False,False,False,False,False,False,False,False
417,2005,Sin City,8,12,False,False,False,False,False,False,False,False
418,2006,Underworld: Evolution,0,0,False,False,False,False,False,False,False,False
419,2005,The New World,0,9,False,False,False,False,False,False,False,False
420,2005,The Sisterhood of the Traveling Pants,0,0,False,False,False,False,False,False,False,False
421,2006,Little Children,3,21,False,False,False,False,False,False,False,False
422,2006,The Lives of Others,5,13,False,False,False,False,False,False,False,False
423,2004,Million Dollar Baby,9,32,True,True,False,True,True,False,False,False
424,2005,Sky High,0,0,False,False,False,False,False,False,False,False
425,2005,The 40-Year-Old Virgin,3,9,False,False,False,False,False,False,False,False
426,2005,Zathura: A Space Adventure,1,1,False,False,False,False,False,False,False,False
427,2005,Transamerica,2,10,False,False,False,False,False,False,False,False
428,2005,War of the Worlds,2,6,False,False,False,False,False,False,False,False
429,2006,The Departed,17,62,True,True,False,False,False,False,True,False
430,2007,Sweeney Todd: The Demon Barber of Fleet Street,5,22,False,False,False,False,False,False,False,False
431,2005,Munich,1,28,False,False,False,False,False,False,False,False
432,2006,Poseidon,0,0,False,False,False,False,False,False,False,False
433,2009,Watchmen,1,2,False,False,False,False,False,False,False,False
434,2005,Hustle & Flow,2,10,False,False,False,False,False,False,False,False
435,2006,The Lake House,1,1,False,False,False,False,False,False,False,False
436,2008,Hellboy II: The Golden Army,0,4,False,False,False,False,False,False,False,False
437,2005,Mrs Henderson Presents,1,18,False,False,False,False,False,False,False,False
438,2007,Spider-Man 3,0,3,False,False,False,False,False,False,False,False
439,2007,Elizabeth: The Golden Age,0,10,False,False,False,False,False,False,False,False
440,2005,Pride & Prejudice,4,23,False,False,False,False,False,False,False,False
441,2006,The Fountain,1,8,False,False,False,False,False,False,False,False
442,2007,Mongol: The Rise of Genghis Khan,0,1,False,False,False,False,False,False,False,False
443,2005,Match Point,0,7,False,False,False,False,False,False,False,False
444,2006,300,0,6,False,False,False,False,False,False,False,False
445,2009,Harry Potter and the Half-Blood Prince,0,9,False,False,False,False,False,False,False,False
446,2007,Transformers,2,7,False,False,False,False,False,False,False,False
447,2006,Flags of Our Fathers,1,6,False,False,False,False,False,False,False,False
448,2005,Jarhead,4,5,False,False,False,False,False,False,False,False
449,2005,Junebug,2,8,False,False,False,False,False,False,False,False
450,2004,Yesterday,0,0,False,False,False,False,False,False,False,False
451,2007,The Kite Runner,1,8,False,False,False,False,False,False,False,False
452,2008,The Curious Case of Benjamin Button,14,64,False,False,False,False,False,False,False,False
453,2006,Marie Antoinette,1,8,False,False,False,False,False,False,False,False
454,2007,Surf's Up,0,2,False,False,False,False,False,False,False,False
455,2005,Hard Candy,1,2,False,False,False,False,False,False,False,False
456,2005,Joyeux Noel,0,2,False,False,False,False,False,False,False,False
457,2007,Hot Fuzz,0,0,False,False,False,False,False,False,False,False
458,2006,Lucky Number Slevin,0,0,False,False,False,False,False,False,False,False
459,2005,Sophie Scholl: The Final Days,0,0,False,False,False,False,False,False,False,False
460,2006,Alpha Dog,0,1,False,False,False,False,False,False,False,False
461,2007,August Rush,0,2,False,False,False,False,False,False,False,False
462,2006,Failure to Launch,0,1,False,False,False,False,False,False,False,False
463,2007,Hairspray,5,21,False,False,False,False,False,False,False,False
464,2010,The A-Team,0,0,False,False,False,False,False,False,False,False
465,2005,Four Brothers,0,1,False,False,False,False,False,False,False,False
466,2007,P.S. I Love You,0,0,False,False,False,False,False,False,False,False
467,2007,Resident Evil: Extinction,0,0,False,False,False,False,False,False,False,False
468,2009,Fantastic Mr. Fox,4,18,False,False,False,False,False,False,False,False
469,2011,Real Steel,0,0,False,False,False,False,False,False,False,False
470,2005,"Good Night, and Good Luck.",8,51,False,False,False,False,False,False,False,False
471,2005,V for Vendetta,0,2,False,False,False,False,False,False,False,False
472,2014,The Giver,0,2,False,False,False,False,False,False,False,False
473,2010,Toy Story 3,15,35,False,False,False,False,False,False,False,False
474,2006,The Queen,22,57,False,False,False,True,False,False,False,False
475,2009,Terminator Salvation,0,0,False,False,False,False,False,False,False,False
476,2007,The Bourne Ultimatum,7,18,False,False,False,False,False,False,False,False
477,2008,Kung Fu Panda,0,10,False,False,False,False,False,False,False,False
478,2006,Volver,1,21,False,False,False,False,False,False,False,False
479,2007,Beowulf,0,2,False,False,False,False,False,False,False,False
480,2012,Lincoln,19,74,False,False,True,False,False,False,False,False
481,2005,Don't Tell,0,0,False,False,False,False,False,False,False,False
482,2006,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,4,12,False,False,False,False,False,False,False,False
483,2006,Dreamgirls,19,50,False,False,False,False,False,True,False,False
484,2006,The Illusionist,1,3,False,False,False,False,False,False,False,False
485,2007,The Assassination of Jesse James by the Coward Robert Ford,1,17,False,False,False,False,False,False,False,False
486,2007,Zodiac,0,14,False,False,False,False,False,False,False,False
487,2006,Days of Glory,0,1,False,False,False,False,False,False,False,False
488,2005,Paradise Now,1,3,False,False,False,False,False,False,False,False
489,2007,Across the Universe,1,2,False,False,False,False,False,False,False,False
490,2010,Scott Pilgrim vs. the World,1,11,False,False,False,False,False,False,False,False
491,2007,Sunshine,0,2,False,False,False,False,False,False,False,False
492,2008,Hancock,0,1,False,False,False,False,False,False,False,False
493,2011,Puss in Boots,0,5,False,False,False,False,False,False,False,False
494,2006,Little Miss Sunshine,15,43,False,False,False,False,True,False,False,True
495,2007,Pirates of the Caribbean: At World's End,2,9,False,False,False,False,False,False,False,False
496,2006,Babel,7,50,False,False,False,False,False,False,False,False
497,2007,La Vie en Rose,10,22,False,False,False,True,False,False,False,False
498,2006,Blood Diamond,0,6,False,False,False,False,False,False,False,False
499,2005,Hostel,0,0,False,False,False,False,False,False,False,False
500,2008,Death Race,0,0,False,False,False,False,False,False,False,False
501,2007,Gone Baby Gone,8,14,False,False,False,False,False,False,False,False
502,2006,The Good German,0,2,False,False,False,False,False,False,False,False
503,2006,Lady in the Water,0,0,False,False,False,False,False,False,False,False
504,2006,Deja Vu,0,0,False,False,False,False,False,False,False,False
505,2006,The Hills Have Eyes,0,0,False,False,False,False,False,False,False,False
506,2006,Inside Man,0,0,False,False,False,False,False,False,False,False
507,2012,Life of Pi,10,44,False,True,False,False,False,False,False,False
508,2006,The Pursuit of Happyness,0,6,False,False,False,False,False,False,False,False
509,2006,She's the Man,0,0,False,False,False,False,False,False,False,False
510,2006,The Last King of Scotland,13,19,False,False,True,False,False,False,False,False
511,2008,Australia,0,3,False,False,False,False,False,False,False,False
512,2014,The Equalizer,0,1,False,False,False,False,False,False,False,False
513,2006,John Tucker Must Die,0,0,False,False,False,False,False,False,False,False
514,2006,Grandma's Boy,0,0,False,False,False,False,False,False,False,False
515,2006,Pan's Labyrinth,17,36,False,False,False,False,False,False,False,False
516,2006,After the Wedding,0,0,False,False,False,False,False,False,False,False
517,2006,The Holiday,0,0,False,False,False,False,False,False,False,False
518,2011,Captain America: The First Avenger,0,2,False,False,False,False,False,False,False,False
519,2006,The Devil Wears Prada,3,22,False,False,False,False,False,False,False,False
520,2009,X-Men Origins: Wolverine,0,1,False,False,False,False,False,False,False,False
521,2006,The Fall,1,4,False,False,False,False,False,False,False,False
522,2007,Enchanted,1,8,False,False,False,False,False,False,False,False
523,2006,Black Snake Moan,0,0,False,False,False,False,False,False,False,False
524,2007,Grindhouse,0,0,False,False,False,False,False,False,False,False
525,2006,Step Up,0,0,False,False,False,False,False,False,False,False
526,2006,The Fast and the Furious: Tokyo Drift,0,0,False,False,False,False,False,False,False,False
527,2007,Michael Clayton,2,36,False,False,False,False,False,True,False,False
528,2006,Notes on a Scandal,0,22,False,False,False,False,False,False,False,False
529,2008,The Other Boleyn Girl,0,0,False,False,False,False,False,False,False,False
530,2007,Juno,14,35,False,False,False,False,False,False,False,True
531,2006,Half Nelson,3,15,False,False,False,False,False,False,False,False
532,2005,Tsotsi,0,3,False,False,False,False,False,False,False,False
533,2008,The Dark Knight,27,65,False,False,False,False,True,False,False,False
534,2007,There Will Be Blood,28,63,False,False,True,False,False,False,False,False
535,2015,Ex Machina,8,33,False,False,False,False,False,False,False,False
536,2006,Apocalypto,0,5,False,False,False,False,False,False,False,False
537,2007,Charlie Wilson's War,0,10,False,False,False,False,False,False,False,False
538,2006,Penelope,0,0,False,False,False,False,False,False,False,False
539,2011,The Mechanic,0,0,False,False,False,False,False,False,False,False
540,2010,Prince of Persia: The Sands of Time,0,1,False,False,False,False,False,False,False,False
541,2006,Curse of the Golden Flower,2,4,False,False,False,False,False,False,False,False
542,2006,United 93,11,26,False,False,False,False,False,False,False,False
543,2016,"Hail, Caesar!",0,6,False,False,False,False,False,False,False,False
544,2006,Smokin' Aces,0,0,False,False,False,False,False,False,False,False
545,2007,Norbit,0,0,False,False,False,False,False,False,False,False
546,2010,Unstoppable,0,1,False,False,False,False,False,False,False,False
547,2011,Extremely Loud & Incredibly Close,1,7,False,False,False,False,False,False,False,False
548,2006,Night at the Museum,0,0,False,False,False,False,False,False,False,False
549,2007,No Country for Old Men,34,60,True,True,False,False,True,False,True,False
550,2007,In the Valley of Elah,0,2,False,False,False,False,False,False,False,False
551,2011,The Tree of Life,24,36,False,False,False,False,False,False,False,False
552,2007,Knocked Up,1,4,False,False,False,False,False,False,False,False
553,2015,Ant-Man,0,4,False,False,False,False,False,False,False,False
554,2006,Rocky Balboa,0,0,False,False,False,False,False,False,False,False
555,2007,Nancy Drew,0,0,False,False,False,False,False,False,False,False
556,2007,I Am Legend,0,2,False,False,False,False,False,False,False,False
557,2013,The Croods,0,5,False,False,False,False,False,False,False,False
558,2006,The Prestige,1,10,False,False,False,False,False,False,False,False
559,2008,The Strangers,0,0,False,False,False,False,False,False,False,False
560,2009,The Secret of Kells,0,0,False,False,False,False,False,False,False,False
561,2006,Beerfest,0,0,False,False,False,False,False,False,False,False
562,2007,Stardust,0,0,False,False,False,False,False,False,False,False
563,2007,Disturbia,0,1,False,False,False,False,False,False,False,False
564,2007,Fracture,0,0,False,False,False,False,False,False,False,False
565,2007,12,0,0,False,False,False,False,False,False,False,False
566,2007,Chapter 27,0,0,False,False,False,False,False,False,False,False
567,2008,Jumper,0,0,False,False,False,False,False,False,False,False
568,2006,Venus,0,9,False,False,False,False,False,False,False,False
569,2016,Silence,0,8,False,False,False,False,False,False,False,False
570,2006,Away from Her,10,14,False,False,False,False,False,False,False,False
571,2008,Wanted,0,2,False,False,False,False,False,False,False,False
572,2007,Ocean's Thirteen,1,2,False,False,False,False,False,False,False,False
573,2008,Vicky Cristina Barcelona,5,18,False,False,False,False,False,True,False,False
574,2006,Letters from Iwo Jima,4,12,False,False,False,False,False,False,False,False
575,2009,Avatar,16,46,False,False,False,False,False,False,False,False
576,2007,Aliens vs. Predator: Requiem,0,0,False,False,False,False,False,False,False,False
577,2007,Beaufort,0,0,False,False,False,False,False,False,False,False
578,2009,Friday the 13th,0,0,False,False,False,False,False,False,False,False
579,2010,Love & Other Drugs,0,2,False,False,False,False,False,False,False,False
580,2007,Into the Wild,1,25,False,False,False,False,False,False,False,False
581,2007,Music and Lyrics,0,0,False,False,False,False,False,False,False,False
582,2008,Body of Lies,0,1,False,False,False,False,False,False,False,False
583,2007,American Gangster,1,14,False,False,False,False,False,False,False,False
584,2008,The Baader Meinhof Complex,0,2,False,False,False,False,False,False,False,False
585,2007,Eastern Promises,0,15,False,False,False,False,False,False,False,False
586,2008,Fool's Gold,0,0,False,False,False,False,False,False,False,False
587,2013,Man of Steel,0,4,False,False,False,False,False,False,False,False
588,2010,The Illusionist,1,8,False,False,False,False,False,False,False,False
589,2007,The Savages,1,6,False,False,False,False,False,False,False,False
590,2011,Drive,11,44,False,False,False,False,False,False,False,False
591,2009,The Princess and the Frog,1,10,False,False,False,False,False,False,False,False
592,2008,In Bruges,5,17,False,False,False,False,False,False,False,False
593,2010,The Wolfman,0,0,False,False,False,False,False,False,False,False
594,2007,Atonement,8,55,False,False,False,False,False,False,False,False
595,2014,The Boxtrolls,1,10,False,False,False,False,False,False,False,False
596,2013,Dallas Buyers Club,15,26,False,False,True,False,True,False,False,False
597,2009,The Messenger,0,10,False,False,False,False,False,False,False,False
598,2012,Jack Reacher,0,0,False,False,False,False,False,False,False,False
599,2007,Death at a Funeral,0,0,False,False,False,False,False,False,False,False
600,2008,Mamma Mia!,1,12,False,False,False,False,False,False,False,False
601,2009,Star Trek,3,22,False,False,False,False,False,False,False,False
602,2008,Forgetting Sarah Marshall,0,4,False,False,False,False,False,False,False,False
603,2008,The Incredible Hulk,0,0,False,False,False,False,False,False,False,False
604,2010,Clash of the Titans,0,0,False,False,False,False,False,False,False,False
605,2011,Thor,0,2,False,False,False,False,False,False,False,False
606,2007,Lars and the Real Girl,0,5,False,False,False,False,False,False,False,False
607,2009,Angels & Demons,0,1,False,False,False,False,False,False,False,False
608,2007,Funny Games,0,0,False,False,False,False,False,False,False,False
609,2007,Persepolis,2,10,False,False,False,False,False,False,False,False
610,2009,Bright Star,1,6,False,False,False,False,False,False,False,False
611,2015,The Danish Girl,6,25,False,False,False,False,False,True,False,False
612,2007,The Counterfeiters,0,1,False,False,False,False,False,False,False,False
613,2010,Percy Jackson & the Olympians: The Lightning Thief,0,0,False,False,False,False,False,False,False,False
614,2008,Seven Pounds,0,0,False,False,False,False,False,False,False,False
615,2013,The Book Thief,0,3,False,False,False,False,False,False,False,False
616,2011,Conan the Barbarian,0,0,False,False,False,False,False,False,False,False
617,2014,Interstellar,3,24,False,False,False,False,False,False,False,False
618,2013,World War Z,0,3,False,False,False,False,False,False,False,False
619,2010,Valentine's Day,0,1,False,False,False,False,False,False,False,False
620,2007,Shooter,0,0,False,False,False,False,False,False,False,False
621,2008,Changeling,0,20,False,False,False,False,False,False,False,False
622,2009,The Last Station,0,5,False,False,False,False,False,False,False,False
623,2007,Superbad,0,5,False,False,False,False,False,False,False,False
624,2008,Quantum of Solace,0,8,False,False,False,False,False,False,False,False
625,2014,Godzilla,0,0,False,False,False,False,False,False,False,False
626,2008,"Definitely, Maybe",0,0,False,False,False,False,False,False,False,False
627,2009,Underworld: Rise of the Lycans,0,0,False,False,False,False,False,False,False,False
628,2008,Step Brothers,0,0,False,False,False,False,False,False,False,False
629,2010,The Town,0,14,False,False,False,False,False,False,False,False
630,2010,The Kids Are All Right,6,35,False,False,False,False,False,False,False,False
631,2009,The Last House on the Left,0,0,False,False,False,False,False,False,False,False
632,2012,The Avengers,2,16,False,False,False,False,False,False,False,False
633,2008,The House Bunny,0,0,False,False,False,False,False,False,False,False
634,2007,The Visitor,0,7,False,False,False,False,False,False,False,False
635,2008,The Duchess,2,8,False,False,False,False,False,False,False,False
636,2008,Frost/Nixon,0,37,False,False,False,False,False,False,False,False
637,2009,Nine,1,23,False,False,False,False,False,False,False,False
638,2009,The Blind Side,3,6,False,False,False,True,False,False,False,False
639,2007,Katyn,0,1,False,False,False,False,False,False,False,False
640,2007,The Mist,0,0,False,False,False,False,False,False,False,False
641,2008,Burn After Reading,0,8,False,False,False,False,False,False,False,False
642,2008,The Hurt Locker,36,65,True,True,False,False,False,False,False,True
643,2010,The Switch,0,0,False,False,False,False,False,False,False,False
644,2010,How to Train Your Dragon,1,12,False,False,False,False,False,False,False,False
645,2009,The Road,0,7,False,False,False,False,False,False,False,False
646,2009,Bride Wars,0,1,False,False,False,False,False,False,False,False
647,2012,The Hobbit: An Unexpected Journey,1,15,False,False,False,False,False,False,False,False
648,2007,Once,3,9,False,False,False,False,False,False,False,False
649,2008,Pineapple Express,0,1,False,False,False,False,False,False,False,False
650,2008,WALL·E,25,38,False,False,False,False,False,False,False,False
651,2008,The Boy in the Striped Pajamas,0,1,False,False,False,False,False,False,False,False
652,2010,Unthinkable,0,0,False,False,False,False,False,False,False,False
653,2008,Doubt,3,35,False,False,False,False,False,False,False,False
654,2010,Harry Potter and the Deathly Hallows: Part 1,0,9,False,False,False,False,False,False,False,False
655,2009,Precious,14,37,False,False,False,False,False,True,True,False
656,2010,Rabbit Hole,0,4,False,False,False,False,False,False,False,False
657,2010,The Last Airbender,0,0,False,False,False,False,False,False,False,False
658,2008,Tropic Thunder,3,14,False,False,False,False,False,False,False,False
659,2010,Salt,0,1,False,False,False,False,False,False,False,False
660,2011,Source Code,0,0,False,False,False,False,False,False,False,False
661,2010,Black Swan,19,74,False,False,False,True,False,False,False,False
662,2012,The Amazing Spider-Man,0,7,False,False,False,False,False,False,False,False
663,2008,Paris 36,0,0,False,False,False,False,False,False,False,False
664,2008,The Happening,0,0,False,False,False,False,False,False,False,False
665,2010,Robin Hood,0,5,False,False,False,False,False,False,False,False
666,2008,Revolutionary Road,2,20,False,False,False,False,False,False,False,False
667,2008,You Don't Mess with the Zohan,0,0,False,False,False,False,False,False,False,False
668,2009,The Young Victoria,4,8,False,False,False,False,False,False,False,False
669,2008,"Angus, Thongs and Perfect Snogging",0,1,False,False,False,False,False,False,False,False
670,2010,The Fighter,17,43,False,False,False,False,True,True,False,False
671,2011,Hugo,10,59,False,False,False,False,False,False,False,False
672,2008,The Day the Earth Stood Still,0,0,False,False,False,False,False,False,False,False
673,2009,17 Again,0,1,False,False,False,False,False,False,False,False
674,2012,Hitchcock,0,5,False,False,False,False,False,False,False,False
675,2008,The Reader,7,22,False,False,False,True,False,False,False,False
676,2008,Frozen River,1,7,False,False,False,False,False,False,False,False
677,2011,Sucker Punch,0,0,False,False,False,False,False,False,False,False
678,2011,The Adventures of Tintin,3,11,False,False,False,False,False,False,False,False
679,2008,Valkyrie,0,0,False,False,False,False,False,False,False,False
680,2009,Sherlock Holmes,2,4,False,False,False,False,False,False,False,False
681,2011,Hanna,1,6,False,False,False,False,False,False,False,False
682,2013,The Wolf of Wall Street,3,39,False,False,False,False,False,False,False,False
683,2008,Sex and the City,0,3,False,False,False,False,False,False,False,False
684,2009,He's Just Not That Into You,0,1,False,False,False,False,False,False,False,False
685,2008,Zack and Miri Make a Porno,0,0,False,False,False,False,False,False,False,False
686,2011,The Iron Lady,8,16,False,False,False,True,False,False,False,False
687,2008,Slumdog Millionaire,33,64,True,True,False,False,False,False,True,False
688,2009,Fast & Furious,0,0,False,False,False,False,False,False,False,False
689,2008,Milk,18,55,False,False,True,False,False,False,False,True
690,2010,Alice in Wonderland,6,21,False,False,False,False,False,False,False,False
691,2015,Child 44,0,0,False,False,False,False,False,False,False,False
692,2008,The Sisterhood of the Traveling Pants 2,0,0,False,False,False,False,False,False,False,False
693,2009,A Serious Man,1,23,False,False,False,False,False,False,False,False
694,2014,Selma,2,20,False,False,False,False,False,False,False,False
695,2009,500 Days of Summer,2,17,False,False,False,False,False,False,False,False
696,2008,Never Back Down,0,0,False,False,False,False,False,False,False,False
697,2010,The Way Back,0,1,False,False,False,False,False,False,False,False
698,2008,Il Divo,0,0,False,False,False,False,False,False,False,False
699,2012,Argo,25,60,True,False,False,False,False,False,True,False
700,2007,Death Proof,0,0,False,False,False,False,False,False,False,False
701,2009,Hachi: A Dog's Tale,0,0,False,False,False,False,False,False,False,False
702,2010,Secretariat,0,0,False,False,False,False,False,False,False,False
703,2008,RocknRolla,0,0,False,False,False,False,False,False,False,False
704,2011,The Descendants,10,48,False,False,False,False,False,False,True,False
705,2008,Defiance,0,1,False,False,False,False,False,False,False,False
706,2009,Coco Before Chanel,0,7,False,False,False,False,False,False,False,False
707,2010,The Book of Eli,0,0,False,False,False,False,False,False,False,False
708,2009,The Proposal,1,5,False,False,False,False,False,False,False,False
709,2012,Silver Linings Playbook,17,44,False,False,False,True,False,False,False,False
710,2008,Happy-Go-Lucky,8,22,False,False,False,False,False,False,False,False
711,2009,G.I. Joe: The Rise of Cobra,0,0,False,False,False,False,False,False,False,False
712,2009,Up,17,32,False,False,False,False,False,False,False,False
713,2009,The Imaginarium of Doctor Parnassus,1,5,False,False,False,False,False,False,False,False
714,2010,Life as We Know It,0,0,False,False,False,False,False,False,False,False
715,2009,Transformers: Revenge of the Fallen,0,2,False,False,False,False,False,False,False,False
716,2009,Invictus,0,11,False,False,False,False,False,False,False,False
717,2008,Cloverfield,0,0,False,False,False,False,False,False,False,False
718,2014,Boyhood,39,68,False,False,False,False,False,True,False,False
719,2008,The Class,0,4,False,False,False,False,False,False,False,False
720,2008,Departures,0,0,False,False,False,False,False,False,False,False
721,2012,Skyfall,16,39,False,False,False,False,False,False,False,False
722,2009,Ajami,0,0,False,False,False,False,False,False,False,False
723,2012,Dark Shadows,0,1,False,False,False,False,False,False,False,False
724,2009,My Sister's Keeper,0,0,False,False,False,False,False,False,False,False
725,2008,Rachel Getting Married,4,20,False,False,False,False,False,False,False,False
726,2013,Lone Survivor,3,4,False,False,False,False,False,False,False,False
727,2009,Dragonball: Evolution,0,0,False,False,False,False,False,False,False,False
728,2008,Twilight,3,4,False,False,False,False,False,False,False,False
729,2014,Foxcatcher,1,19,False,False,False,False,False,False,False,False
730,2010,TRON: Legacy,2,8,False,False,False,False,False,False,False,False
731,2009,The Hangover,3,8,False,False,False,False,False,False,False,False
732,2010,Blue Valentine,1,11,False,False,False,False,False,False,False,False
733,2011,The Ides of March,1,10,False,False,False,False,False,False,False,False
734,2008,The Wrestler,10,30,False,False,False,False,False,False,False,False
735,2010,Burlesque,1,5,False,False,False,False,False,False,False,False
736,2009,Drag Me to Hell,0,0,False,False,False,False,False,False,False,False
737,2010,Shutter Island,0,6,False,False,False,False,False,False,False,False
738,2009,Jennifer's Body,0,0,False,False,False,False,False,False,False,False
739,2011,Green Lantern,0,0,False,False,False,False,False,False,False,False
740,2009,Julie & Julia,4,17,False,False,False,False,False,False,False,False
741,2009,District 9,8,40,False,False,False,False,False,False,False,False
742,2012,Frankenweenie,3,11,False,False,False,False,False,False,False,False
743,2009,Orphan,0,0,False,False,False,False,False,False,False,False
744,2009,The White Ribbon,6,14,False,False,False,False,False,False,False,False
745,2009,Public Enemies,0,3,False,False,False,False,False,False,False,False
746,2009,"I Love You, Man",0,1,False,False,False,False,False,False,False,False
747,2010,The Karate Kid,0,2,False,False,False,False,False,False,False,False
748,2009,Zombieland,0,1,False,False,False,False,False,False,False,False
749,2010,Biutiful,0,6,False,False,False,False,False,False,False,False
750,2013,The Hobbit: The Desolation of Smaug,0,17,False,False,False,False,False,False,False,False
751,2015,Demolition,0,0,False,False,False,False,False,False,False,False
752,2008,Revanche,0,2,False,False,False,False,False,False,False,False
753,2009,An Education,5,36,False,False,False,False,False,False,False,False
754,2010,All Good Things,0,0,False,False,False,False,False,False,False,False
755,2016,10 Cloverfield Lane,0,5,False,False,False,False,False,False,False,False
756,2011,The Lincoln Lawyer,0,0,False,False,False,False,False,False,False,False
757,2009,2012,0,2,False,False,False,False,False,False,False,False
758,2011,Rango,11,14,False,False,False,False,False,False,False,False
759,2009,Up in the Air,10,67,False,False,False,False,False,False,False,False
760,2012,The Bourne Legacy,0,1,False,False,False,False,False,False,False,False
761,2009,Law Abiding Citizen,0,0,False,False,False,False,False,False,False,False
762,2011,Harry Potter and the Deathly Hallows: Part 2,12,26,False,False,False,False,False,False,False,False
763,2011,The Muppets,2,11,False,False,False,False,False,False,False,False
764,2014,Ouija,0,0,False,False,False,False,False,False,False,False
765,2008,Gran Torino,0,5,False,False,False,False,False,False,False,False
766,2009,The Milk of Sorrow,0,0,False,False,False,False,False,False,False,False
767,2011,Moneyball,7,26,False,False,False,False,False,False,False,False
768,2013,The Lone Ranger,0,0,False,False,False,False,False,False,False,False
769,2016,Doctor Strange,2,16,False,False,False,False,False,False,False,False
770,2010,Hereafter,0,0,False,False,False,False,False,False,False,False
771,2012,Lawless,1,1,False,False,False,False,False,False,False,False
772,2011,Cars 2,0,3,False,False,False,False,False,False,False,False
773,2010,Leap Year,0,0,False,False,False,False,False,False,False,False
774,2012,Brave,3,11,False,False,False,False,False,False,False,False
775,2011,Limitless,0,2,False,False,False,False,False,False,False,False
776,2010,Resident Evil: Afterlife,0,1,False,False,False,False,False,False,False,False
777,2009,I Am Love,0,7,False,False,False,False,False,False,False,False
778,2009,In the Loop,2,17,False,False,False,False,False,False,False,False
779,2010,Iron Man 2,2,4,False,False,False,False,False,False,False,False
780,2011,Mission: Impossible - Ghost Protocol,0,3,False,False,False,False,False,False,False,False
781,2010,Outside the Law,0,0,False,False,False,False,False,False,False,False
782,2011,Jane Eyre,2,5,False,False,False,False,False,False,False,False
783,2009,It's Complicated,0,6,False,False,False,False,False,False,False,False
784,2012,21 Jump Street,0,3,False,False,False,False,False,False,False,False
785,2009,A Prophet,5,13,False,False,False,False,False,False,False,False
786,2010,Chico & Rita,0,0,False,False,False,False,False,False,False,False
787,2011,We Need to Talk About Kevin,4,20,False,False,False,False,False,False,False,False
788,2013,This Is the End,1,2,False,False,False,False,False,False,False,False
789,2010,RED,0,2,False,False,False,False,False,False,False,False
790,2010,Kick-Ass,0,4,False,False,False,False,False,False,False,False
791,2014,300: Rise of an Empire,0,0,False,False,False,False,False,False,False,False
792,2011,Immortals,0,0,False,False,False,False,False,False,False,False
793,2010,Incendies,1,4,False,False,False,False,False,False,False,False
794,2012,The Cabin in the Woods,1,6,False,False,False,False,False,False,False,False
795,2009,The Twilight Saga: New Moon,1,2,False,False,False,False,False,False,False,False
796,2010,Sex and the City 2,0,1,False,False,False,False,False,False,False,False
797,2009,Crazy Heart,13,20,False,False,True,False,False,False,False,False
798,2014,Hercules,0,0,False,False,False,False,False,False,False,False
799,2011,X-Men: First Class,1,5,False,False,False,False,False,False,False,False
800,2010,The Tempest,0,1,False,False,False,False,False,False,False,False
801,2012,Looper,3,12,False,False,False,False,False,False,False,False
802,2012,A Royal Affair,0,3,False,False,False,False,False,False,False,False
803,2010,Easy A,4,10,False,False,False,False,False,False,False,False
804,2010,The Social Network,43,71,False,False,False,False,False,False,True,False
805,2014,Teenage Mutant Ninja Turtles,0,0,False,False,False,False,False,False,False,False
806,2011,Warrior,0,5,False,False,False,False,False,False,False,False
807,2011,Pirates of the Caribbean: On Stranger Tides,0,5,False,False,False,False,False,False,False,False
808,2013,Iron Man 3,2,10,False,False,False,False,False,False,False,False
809,2011,Kung Fu Panda 2,0,7,False,False,False,False,False,False,False,False
810,2009,The Secret in Their Eyes,0,3,False,False,False,False,False,False,False,False
811,2011,50/50,1,6,False,False,False,False,False,False,False,False
812,2010,Animal Kingdom,2,10,False,False,False,False,False,False,False,False
813,2009,A Single Man,3,20,False,False,False,False,False,False,False,False
814,2011,Rise of the Planet of the Apes,2,6,False,False,False,False,False,False,False,False
815,2013,Gangster Squad,0,0,False,False,False,False,False,False,False,False
816,2013,August: Osage County,2,15,False,False,False,False,False,False,False,False
817,2010,Despicable Me,0,8,False,False,False,False,False,False,False,False
818,2011,The Twilight Saga: Breaking Dawn - Part 1,1,2,False,False,False,False,False,False,False,False
